code,company,Classification,affiliate,closing price,rate,fluctuation rate,market price,high price,low price,trading volume,transaction amount,market cap,Number of listed shares
48550,SM C&C,KOSDAQ,중견기업부,3250,-15,-0.46,3275,3305,3235,293505,960915850,3.10782E+11,95625120
63440,SM Life Design,KOSDAQ,중견기업부,2320,40,1.75,2330,2365,2290,565935,1315584100,1.06788E+11,46029154
64960,SNT모티브,KOSPI,,43950,-200,-0.45,44200,44800,43750,7852,345817050,6.42687E+11,14623136
100840,SNT에너지,KOSPI,,20650,100,0.49,21000,21450,20650,123061,2582937300,1.55014E+11,7506711
3570,SNT중공업,KOSPI,,8750,-20,-0.23,8770,8850,8720,40214,353370380,2.90961E+11,33252697
36530,SNT홀딩스,KOSPI,,14300,50,0.35,14300,14400,14250,7872,112694750,2.33146E+11,16303886
5610,SPC삼립,KOSPI,,70300,-800,-1.13,70800,71100,70100,15038,1061927100,6.06619E+11,8629009
11810,STX,KOSPI,,4060,0,0,4000,4200,4000,617068,2519151660,1.16203E+11,28621454
77970,STX엔진,KOSPI,,13100,-100,-0.76,13400,13750,13000,79153,1051273750,3.01417E+11,23008904
71970,STX중공업,KOSPI,,4600,510,12.47,4125,4800,4050,1434672,6365596560,1.30553E+11,28381042
2820,SUN&L,KOSPI,,3665,-20,-0.54,3740,3740,3650,129,478180,46208279685,12607989
289080,SV인베스트먼트,KOSDAQ,벤처기업부,2305,-5,-0.22,2305,2335,2280,237786,549292465,1.22704E+11,53234000
84870,TBH글로벌,KOSPI,,1735,5,0.29,1720,1745,1720,10508,18172665,36186580965,20856819
2710,TCC스틸,KOSPI,,9170,-300,-3.17,9380,9460,9070,510440,4704680490,2.27813E+11,24843279
89230,THE E&M,KOSDAQ,중견기업부,388,3,0.78,386,392,381,220434,85519290,67298674108,173450191
161570,THE MIDONG,KOSDAQ,중견기업부,1035,5,0.49,1030,1065,1025,20450,21059780,16128229050,15582830
32540,TJ미디어,KOSDAQ,중견기업부,5790,230,4.14,5500,5830,5500,56626,326418940,80664016110,13931609
22220,TKG애강,KOSDAQ,우량기업부,1480,0,0,1480,1490,1470,118568,175672335,76655976920,51794579
69260,TKG휴켐스,KOSPI,,21450,100,0.47,21350,21550,21300,57043,1224461100,8.76846E+11,40878588
48770,TPC,KOSDAQ,벤처기업부,3740,-70,-1.84,3750,3830,3730,310627,1172926510,58710486340,15697991
246690,TS인베스트먼트,KOSDAQ,벤처기업부,1840,-10,-0.54,1855,1860,1835,98709,182417905,72212417360,39245879
317240,TS트릴리온,KOSDAQ,벤처기업부,659,7,1.07,652,710,650,380181,255926556,62240984875,94447625
2900,TYM,KOSPI,,2290,0,0,2335,2335,2280,1976590,4553287730,3.4889E+11,152353747
38340,UCI,KOSDAQ,투자주의환기종목(소속부없음),1335,0,0,0,0,0,0,0,16641828315,12465789
73570,WI,KOSDAQ,중견기업부,3330,315,10.45,3020,3495,2975,15535395,51516462820,2.75442E+11,82715214
24070,WISCOM,KOSPI,,2740,0,0,2715,2740,2700,7960,21649230,41994440120,15326438
57030,YBM넷,KOSDAQ,중견기업부,3750,25,0.67,3755,3790,3725,48344,181640130,61172613750,16312697
37270,YG PLUS,KOSPI,,4210,-10,-0.24,4250,4275,4195,247498,1047461885,2.67038E+11,63429410
40300,YTN,KOSDAQ,우량기업부,7550,1110,17.24,6770,8190,6660,16419286,1.24605E+11,3.171E+11,42000000
51390,YW,KOSDAQ,중견기업부,3475,-25,-0.71,3500,3520,3465,4942,17245000,39459903800,11355368
52220,iMBC,KOSDAQ,중견기업부,4235,275,6.94,4020,4670,3990,9607697,42292822895,97405000000,23000000
79940,가비아,KOSDAQ,우량기업부,10350,50,0.49,10250,10700,10200,36723,381153000,1.40094E+11,13535684
78890,가온미디어,KOSDAQ,우량기업부,6240,-20,-0.32,6260,6290,6200,39609,247435380,1.01548E+11,16273776
500,가온전선,KOSPI,,15500,250,1.64,15250,15650,15250,19414,300119050,98563353000,6358926
399720,가온칩스,KOSDAQ,벤처기업부,20700,-100,-0.48,21350,21700,20650,511525,10862620800,2.37808E+11,11488320
36620,감성코퍼레이션,KOSDAQ,중견기업부,1445,5,0.35,1440,1470,1440,151032,218865345,1.29463E+11,89593577
860,강남제비스코,KOSPI,,21650,200,0.93,21550,21650,21350,2222,47775250,1.40725E+11,6500000
217730,강스템바이오텍,KOSDAQ,기술성장기업부,2920,-5,-0.17,2925,2950,2895,43750,127695590,1.10779E+11,37937925
35250,강원랜드,KOSPI,,23550,-150,-0.63,23800,23850,23500,306128,7245226250,5.0383E+12,213940500
114190,강원에너지,KOSDAQ,중견기업부,8200,200,2.5,8090,8580,8030,1434337,11947591660,2.14209E+11,26123038
94480,갤럭시아머니트리,KOSDAQ,우량기업부,5360,-60,-1.11,5420,5470,5350,192903,1040927210,2.10272E+11,39229838
11420,갤럭시아에스엠,KOSPI,,1890,-10,-0.53,1905,1930,1880,47830,90984475,52068827160,27549644
39240,경남스틸,KOSDAQ,우량기업부,3160,-5,-0.16,3180,3195,3160,97163,308281830,85255548640,26979604
53950,경남제약,KOSDAQ,중견기업부,1905,35,1.87,1870,1920,1870,81214,154126915,58768421325,30849565
2100,경농,KOSPI,,9450,50,0.53,9400,9470,9400,11158,105286370,1.84488E+11,19522575
9450,경동나비엔,KOSPI,,34550,200,0.58,34350,34800,34150,37908,1308374450,5.03345E+11,14568592
267290,경동도시가스,KOSPI,,23500,-100,-0.42,23600,23850,23350,24042,566540750,1.38542E+11,5895406
12320,경동인베스트,KOSPI,,83900,-600,-0.71,86100,87400,82000,186994,15814436600,1.98425E+11,2365023
11040,경동제약,KOSDAQ,우량기업부,7510,70,0.94,7450,7540,7450,47729,358307010,2.31073E+11,30768766
50,경방,KOSPI,,11100,150,1.37,10950,11250,10900,5974,66172250,3.04309E+11,27415270
214390,경보제약,KOSPI,,5680,30,0.53,5700,5770,5650,14492,82738620,1.35791E+11,23906860
12610,경인양행,KOSPI,,4850,0,0,4860,4895,4845,43647,212346020,2.01839E+11,41616365
9140,경인전자,KOSPI,,24950,-100,-0.4,25050,25300,24400,7182,177092500,39191385150,1570797
24910,경창산업,KOSDAQ,중견기업부,1970,-20,-1.01,1990,2010,1950,35668,70701480,70563439850,35819005
13580,계룡건설,KOSPI,,18200,200,1.11,17850,18250,17800,13987,253024100,1.62543E+11,8930907
12200,계양전기,KOSPI,,2750,10,0.36,2750,2780,2725,40623,111798760,89650000000,32600000
12205,계양전기우,KOSPI,,5020,40,0.8,5050,5200,4980,1158,5847200,7028000000,1400000
2140,고려산업,KOSPI,,4410,-20,-0.45,4430,4435,4370,190118,837010145,1.09983E+11,24939425
198440,고려시멘트,KOSDAQ,우량기업부,2795,-25,-0.89,2865,2875,2780,313255,886760545,89383988200,31979960
49720,고려신용정보,KOSDAQ,우량기업부,11700,0,0,11650,11750,11550,152664,1778830000,1.6731E+11,14300000
10130,고려아연,KOSPI,,619000,30000,5.09,595000,622000,588000,88595,53956528000,1.22953E+13,19863158
2240,고려제강,KOSPI,,19150,200,1.06,18950,19400,18750,17192,330076650,4.4045E+11,23000000
14570,고려제약,KOSDAQ,우량기업부,7220,60,0.84,7160,7230,7130,7719,55552750,79420000000,11000000
348150,고바이오랩,KOSDAQ,기술성장기업부,11100,-50,-0.45,11250,11250,11000,13121,145653100,1.89039E+11,17030549
98460,고영,KOSDAQ,우량기업부,12600,0,0,12800,12850,12450,223592,2834302450,8.6505E+11,68654755
35290,골드앤에스,KOSDAQ,중견기업부,4070,10,0.25,4025,4135,3870,155325,629334030,1.47431E+11,36223910
38530,골드퍼시픽,KOSDAQ,중견기업부,452,-4,-0.88,459,468,450,676181,308335395,41591426812,92016431
900280,골든센츄리,KOSDAQ,외국기업(소속부없음),616,17,2.84,600,623,592,3226347,1970983406,1.26529E+11,205404288
215000,골프존,KOSDAQ,우량기업부,109400,-2000,-1.8,111100,111700,109000,26869,2968816100,6.8653E+11,6275415
121440,골프존뉴딘홀딩스,KOSDAQ,우량기업부,5380,20,0.37,5390,5420,5320,43979,236627550,2.30462E+11,42836818
183410,골프존데카,KONEX,일반기업부,2725,25,0.93,2610,2980,2610,1154,3142715,11202913725,4111161
366030,공구우먼,KOSDAQ,중견기업부,9320,-20,-0.21,9390,9530,9190,747428,7007114500,2.05344E+11,22032600
76340,관악산업,KONEX,일반기업부,6200,0,0,6200,6200,6200,8,49600,30203052000,4871460
9290,광동제약,KOSPI,,6150,50,0.82,6120,6200,6100,42083,258658310,3.22388E+11,52420851
14200,광림,KOSDAQ,중견기업부,1245,5,0.4,1240,1260,1235,755113,942644690,1.1293E+11,90706696
17040,광명전기,KOSPI,,2320,0,0,2335,2355,2310,428911,1002969395,1.00543E+11,43337615
29480,광무,KOSDAQ,관리종목(소속부없음),3470,-30,-0.86,3590,3590,3465,43608,152025590,1.1398E+11,32847268
17900,광전자,KOSPI,,2155,-10,-0.46,2155,2190,2145,21544,46471850,1.24869E+11,57943763
37710,광주신세계,KOSPI,,32200,300,0.94,32050,32300,32000,1043,33525050,2.576E+11,8000000
26910,광진실업,KOSDAQ,중견기업부,5230,-40,-0.76,5270,5330,5220,7869,41469120,33500268150,6405405
355150,교보10호스팩,KOSDAQ,SPAC(소속부없음),2400,0,0,0,0,0,0,0,12768000000,5320000
397880,교보11호스팩,KOSDAQ,SPAC(소속부없음),2010,-10,-0.5,2020,2020,2005,7921,15902050,8924400000,4440000
421800,교보12호스팩,KOSDAQ,SPAC(소속부없음),1990,10,0.51,1980,2000,1980,3273,6508320,11900200000,5980000
440790,교보13호스팩,KOSDAQ,SPAC(소속부없음),1985,15,0.76,1975,1995,1975,37369,74223515,8039250000,4050000
30610,교보증권,KOSPI,,5470,70,1.3,5430,5500,5420,25901,141445140,3.53654E+11,64653296
339770,교촌에프앤비,KOSPI,,11250,-50,-0.44,11300,11350,11100,27052,303027800,2.81054E+11,24982540
53270,구영테크,KOSDAQ,중견기업부,2690,50,1.89,2645,2715,2640,207796,556332425,71000328060,26394174
7690,국도화학,KOSPI,,44700,750,1.71,43950,45200,43950,31360,1403607350,4.02775E+11,9010616
5320,국동,KOSPI,,1100,15,1.38,1085,1110,1075,141127,154319970,60950324600,55409386
1140,국보,KOSPI,,689,6,0.88,683,712,680,800805,555952458,54693356731,79380779
66620,국보디자인,KOSDAQ,우량기업부,18650,-500,-2.61,19150,19150,18600,7942,149354500,1.39875E+11,7500000
43650,국순당,KOSDAQ,우량기업부,6820,20,0.29,6830,6900,6800,45489,310943000,1.21794E+11,17858304
6050,국영지앤엠,KOSDAQ,중견기업부,1705,-60,-3.4,1710,1710,1690,877383,1493955770,59496389315,34895243
60480,국일신동,KOSDAQ,중견기업부,2920,0,0,2960,2965,2910,28834,84257695,32382800000,11090000
78130,국일제지,KOSDAQ,중견기업부,2485,-25,-1,2510,2515,2475,504909,1257766965,3.17129E+11,127617473
307750,국전약품,KOSDAQ,우량기업부,7740,10,0.13,7790,7930,7720,532288,4169166570,3.79796E+11,49069269
2720,국제약품,KOSPI,,4355,-5,-0.11,4395,4395,4345,38076,166234965,87949873895,20195149
243870,굿센,KONEX,일반기업부,12100,-1500,-11.03,13600,13600,12100,1036,12943100,31264040500,2583805
35080,그래디언트,KOSDAQ,중견기업부,14100,-50,-0.35,14200,14250,14000,30010,423742600,2.18939E+11,15527584
204020,그리티,KOSDAQ,중견기업부,2895,-40,-1.36,2930,2930,2880,32088,92904655,58326809850,20147430
83420,그린케미칼,KOSPI,,11600,150,1.31,11700,12200,11400,1729603,20425981400,2.784E+11,24000000
186230,그린플러스,KOSDAQ,벤처기업부,11700,-100,-0.85,11800,11850,11650,34805,409041300,1.26596E+11,10820188
14530,극동유화,KOSPI,,3690,0,0,3690,3705,3675,56344,207975735,1.28668E+11,34869420
900070,글로벌에스엠,KOSDAQ,외국기업(소속부없음),813,0,0,817,817,803,558399,452071674,43693845984,53743968
204620,글로벌텍스프리,KOSDAQ,벤처기업부,2470,10,0.41,2460,2505,2460,55342,137160910,1.27748E+11,51719642
19660,글로본,KOSDAQ,중견기업부,2725,-30,-1.09,2755,2830,2710,79445,218646390,93532014375,34323675
14280,금강공업,KOSPI,,5620,-30,-0.53,5690,5770,5600,35955,203999080,1.64831E+11,29329357
14285,금강공업우,KOSPI,,11750,-50,-0.42,12100,12100,11150,992,11315250,6931031250,589875
53260,금강철강,KOSDAQ,우량기업부,6870,20,0.29,6900,6960,6810,96340,664469270,1.28606E+11,18720000
8870,금비,KOSPI,,61600,-400,-0.65,62000,62800,61300,1792,110536600,61600000000,1000000
1570,금양,KOSPI,,39300,7200,22.43,32900,39900,32750,14988664,5.5138E+11,2.28137E+12,58050037
2990,금호건설,KOSPI,,6510,60,0.93,6460,6570,6410,74942,486578780,2.40568E+11,36953595
2995,금호건설우,KOSPI,,21400,750,3.63,21000,21400,21000,61,1295150,6254492400,292266
11780,금호석유,KOSPI,,145000,500,0.35,144500,146000,142500,47109,6832078000,4.25058E+12,29314312
11785,금호석유우,KOSPI,,90700,0,0,90700,90900,90400,3518,319056700,2.7423E+11,3023486
214330,금호에이치티,KOSPI,,998,-2,-0.2,1005,1010,997,755544,756072947,1.98582E+11,198979870
1210,금호전기,KOSPI,,1000,6,0.6,1005,1010,992,130341,130625308,27554191000,27554191
73240,금호타이어,KOSPI,,3185,50,1.59,3215,3230,3140,309202,985614250,9.14924E+11,287260287
36190,금화피에스시,KOSDAQ,우량기업부,28800,300,1.05,28500,28950,28250,3791,108779150,1.728E+11,6000000
49080,기가레인,KOSDAQ,벤처기업부,1260,5,0.4,1270,1275,1250,164934,208718655,99846482400,79243240
35460,기산텔레콤,KOSDAQ,벤처기업부,2475,-30,-1.2,2510,2530,2470,102689,256874380,36078916500,14577340
92440,기신정기,KOSPI,,3430,45,1.33,3385,3465,3380,14308,48740975,1.00156E+11,29200000
270,기아,KOSPI,,67600,100,0.15,67700,68200,67200,1130098,76523045300,2.74026E+13,405363347
24110,기업은행,KOSPI,,10550,50,0.48,10550,10600,10450,596136,6291137000,7.85237E+12,744300587
13700,까뮤이앤씨,KOSPI,,1760,-15,-0.85,1760,1785,1745,126487,223201855,79468012800,45152280
308100,까스텔바작,KOSDAQ,중견기업부,6860,-120,-1.72,6980,7070,6850,52720,366618770,45445668380,6624733
4540,깨끗한나라,KOSPI,,2960,20,0.68,2950,2975,2950,19410,57446335,1.10232E+11,37240693
4545,깨끗한나라우,KOSPI,,17200,0,0,17200,17350,17200,130,2236450,6297952000,366160
187790,나노,KOSDAQ,벤처기업부,1200,5,0.42,1195,1215,1185,255393,306623100,32902286400,27418572
286750,나노브릭,KOSDAQ,기술성장기업부,1440,20,1.41,1420,1530,1415,27498,40184570,29468950560,20464549
121600,나노신소재,KOSDAQ,우량기업부,91900,-700,-0.76,92700,93100,91000,146232,13454643100,9.96962E+11,10848333
247660,나노씨엠에스,KOSDAQ,기술성장기업부,21000,200,0.96,20950,21600,20900,47908,1016584750,91222320000,4343920
39860,나노엔텍,KOSDAQ,중견기업부,5240,40,0.77,5190,5320,5190,65797,347001800,1.40472E+11,26807627
91970,나노캠텍,KOSDAQ,관리종목(소속부없음),1610,0,0,0,0,0,0,0,45209484250,28080425
244880,나눔테크,KONEX,일반기업부,2875,0,0,0,0,0,0,0,14432500000,5020000
288490,나라소프트,KONEX,일반기업부,72,0,0,77,77,65,4709,308862,2746584000,38147000
51490,나라엠앤디,KOSDAQ,중견기업부,6830,-20,-0.29,6850,6920,6820,43267,296934340,96986000000,14200000
137080,나래나노텍,KOSDAQ,중견기업부,10000,550,5.82,9510,10200,9420,822630,8127481920,1.10594E+11,11059422
190510,나무가,KOSDAQ,중견기업부,12000,-150,-1.23,12200,12250,11900,160342,1935430000,1.82356E+11,15196341
242040,나무기술,KOSDAQ,기술성장기업부,1900,-5,-0.26,1915,1940,1885,242114,463372635,65059230000,34241700
89600,나스미디어,KOSDAQ,우량기업부,29000,250,0.87,29000,29650,28850,62136,1815483400,3.05659E+11,10539962
293580,나우IB,KOSDAQ,벤처기업부,7950,0,0,7920,8020,7900,3938,31230980,76137150000,9577000
257990,나우코스,KONEX,일반기업부,6090,230,3.92,6090,6090,6090,1,6090,35741552280,5868892
138610,나이벡,KOSDAQ,기술성장기업부,21100,200,0.96,21100,21450,20900,23852,506705250,2.10103E+11,9957479
130580,나이스디앤비,KOSDAQ,우량기업부,7300,-10,-0.14,7350,7420,7240,8112,59275590,1.1242E+11,15400000
36800,나이스정보통신,KOSDAQ,우량기업부,26900,-600,-2.18,27450,27500,26900,11003,299205900,2.69E+11,10000000
267320,나인테크,KOSDAQ,우량기업부,3450,50,1.47,3400,3465,3390,328983,1129602190,1.35918E+11,39396554
1260,남광토건,KOSPI,,10350,-200,-1.9,10600,10650,10300,74098,772603750,1.0173E+11,9829014
8350,남선알미늄,KOSPI,,2110,15,0.72,2110,2150,2090,2258251,4809853230,2.72357E+11,129079090
8355,남선알미우,KOSPI,,22700,-150,-0.66,22750,22850,22700,3961,90035000,6989103000,307890
4270,남성,KOSPI,,2440,210,9.42,2275,2675,2230,15893726,39956143560,88357670400,36212160
3920,남양유업,KOSPI,,382500,500,0.13,381000,384500,379500,342,130530500,2.754E+11,720000
3925,남양유업우,KOSPI,,208000,1000,0.48,207500,208000,207500,181,37573500,34665696000,166662
25860,남해화학,KOSPI,,9140,110,1.22,9100,9190,9060,163279,1489822200,4.54065E+11,49678843
111710,남화산업,KOSDAQ,벤처기업부,7040,0,0,7060,7100,7040,4823,34107610,1.4494E+11,20588000
91590,남화토건,KOSDAQ,우량기업부,6860,10,0.15,6850,7020,6790,12540,86589690,80536400000,11740000
168330,내츄럴엔도텍,KOSDAQ,벤처기업부,3020,20,0.67,3045,3045,2985,29253,88031030,95899798000,31754900
94860,네오리진,KOSDAQ,벤처기업부,668,15,2.3,647,694,647,715483,482708734,69779129700,104459775
253590,네오셈,KOSDAQ,벤처기업부,3405,15,0.44,3435,3435,3385,30571,104215410,1.30938E+11,38454626
212560,네오오토,KOSDAQ,우량기업부,6850,-50,-0.72,6890,7050,6790,12755,88285790,53943496550,7874963
95660,네오위즈,KOSDAQ,우량기업부,38550,-150,-0.39,38700,39100,37750,173987,6674762550,8.494E+11,22033719
42420,네오위즈홀딩스,KOSDAQ,우량기업부,28100,-750,-2.6,28500,28650,27450,153327,4287364700,2.48878E+11,8856866
950220,네오이뮨텍,KOSDAQ,외국기업(소속부없음),4360,-20,-0.46,4400,4405,4290,798073,3465426880,4.30888E+11,98827465
311390,네오크레마,KOSDAQ,벤처기업부,9390,20,0.21,9370,9490,9300,32399,304152970,75463627050,8036595
85910,네오티스,KOSDAQ,중견기업부,4920,10,0.2,4890,4975,4885,33588,165604240,68037292560,13828718
92730,네오팜,KOSDAQ,우량기업부,18050,-300,-1.63,18350,18450,18050,3755,68661800,1.48143E+11,8207361
290660,네오펙트,KOSDAQ,기술성장기업부,1575,90,6.06,1645,1690,1570,1065087,1725598615,30303971775,19240617
306620,네온테크,KOSDAQ,벤처기업부,3935,-50,-1.25,3940,3980,3880,1019195,4001907485,1.64045E+11,41688607
153460,네이블,KOSDAQ,벤처기업부,6900,0,0,6970,6970,6810,3285,22599410,45057096600,6530014
7390,네이처셀,KOSDAQ,중견기업부,19050,700,3.81,18500,19600,18450,546878,10430844800,1.19324E+12,62637156
33640,네패스,KOSDAQ,중견기업부,18800,0,0,18850,19200,18650,78186,1479124450,4.33513E+11,23059202
330860,네패스아크,KOSDAQ,벤처기업부,23300,-200,-0.85,23550,23600,23050,20282,473958200,2.83888E+11,12184045
5720,넥센,KOSPI,,4050,-30,-0.74,4080,4090,4045,13008,52925245,2.16853E+11,53543977
5725,넥센우,KOSPI,,3435,-30,-0.87,3465,3495,3390,14120,48697860,12368061000,3600600
2350,넥센타이어,KOSPI,,7290,-160,-2.15,7500,7500,7210,167437,1224499190,7.11999E+11,97667877
2355,넥센타이어1우B,KOSPI,,2970,-20,-0.67,3010,3010,2930,1461,4307485,19305000000,6500000
89140,넥스턴바이오,KOSDAQ,벤처기업부,2100,-25,-1.18,2120,2180,2090,529723,1134301585,76128515400,36251674
137940,넥스트아이,KOSDAQ,중견기업부,621,1,0.16,620,634,616,164198,101860828,48637336032,78320992
396270,넥스트칩,KOSDAQ,기술성장기업부,7940,-250,-3.05,8110,8180,7920,727037,5863189670,1.38031E+11,17384240
348210,넥스틴,KOSDAQ,기술성장기업부,51900,-500,-0.95,52900,53100,51300,27536,1437950400,5.16751E+11,9956674
225570,넥슨게임즈,KOSDAQ,중견기업부,15450,250,1.64,15350,16000,15250,583978,9163389700,1.01601E+12,65761094
217270,넵튠,KOSDAQ,중견기업부,12650,-150,-1.17,12800,13100,12600,37852,483104200,4.17554E+11,33008224
251270,넷마블,KOSPI,,47650,-200,-0.42,48200,49100,47650,162513,7816854350,4.09568E+12,85953502
317860,노드메이슨,KONEX,일반기업부,7600,0,0,0,0,0,0,0,33665834000,4429715
104620,노랑풍선,KOSDAQ,관리종목(소속부없음),6110,-30,-0.49,6300,6310,6100,29392,180627690,96214756560,15747096
90350,노루페인트,KOSPI,,8020,40,0.5,7980,8060,7980,29464,236407060,1.604E+11,20000000
90355,노루페인트우,KOSPI,,15400,-200,-1.28,15700,15700,15400,312,4858300,7132140400,463126
320,노루홀딩스,KOSPI,,10350,100,0.98,10350,10400,10250,11891,123052850,1.37563E+11,13291151
325,노루홀딩스우,KOSPI,,21400,100,0.47,21400,21400,21300,1431,30527600,5212162600,243559
194700,노바렉스,KOSDAQ,우량기업부,11400,100,0.88,11350,11550,11250,56464,643360450,2.13805E+11,18754848
285490,노바텍,KOSDAQ,벤처기업부,20250,50,0.25,20300,20450,20050,15784,319366900,2.14161E+11,10575831
229500,노브메타파마,KONEX,일반기업부,11300,-50,-0.44,11200,11300,10900,70,786650,1.09894E+11,9725145
106520,노블엠앤비,KOSDAQ,중견기업부,2780,40,1.46,2815,2880,2740,43470,122455195,69330297680,24938956
376930,노을,KOSDAQ,기술성장기업부,5650,170,3.1,5570,5780,5410,152020,858562990,64712444500,11453530
278650,노터스,KOSDAQ,벤처기업부,5600,-190,-3.28,5770,5780,5500,1864528,10521429600,3.9343E+11,70255377
6280,녹십자,KOSPI,,127000,1500,1.2,126500,127500,125500,27526,3481113000,1.48419E+12,11686538
142280,녹십자엠에스,KOSDAQ,중견기업부,5400,-10,-0.18,5540,5540,5400,38705,210286300,1.14033E+11,21117283
234690,녹십자웰빙,KOSDAQ,우량기업부,6420,-30,-0.47,6350,6540,6350,23448,150708610,1.1397E+11,17752276
5250,녹십자홀딩스,KOSPI,,17350,350,2.06,17350,17500,17150,28981,503462950,8.15939E+11,47028210
5257,녹십자홀딩스2우,KOSPI,,39150,-50,-0.13,39250,39250,39150,1976,77440450,33120508500,845990
