code,company,Classification,affiliate,closing price,rate,fluctuation rate,market price,high price,low price,trading volume,transaction amount,market cap,Number of listed shares
84010,대한제강,KOSPI,,12850,50,0.39,12800,13200,12700,40230,523588400,3.16711E+11,24646734
1790,대한제당,KOSPI,,2590,15,0.58,2570,2610,2570,204532,529725510,2.32314E+11,89696580
1795,대한제당우,KOSPI,,2425,25,1.04,2400,2445,2390,31080,74976680,15720693000,6482760
1130,대한제분,KOSPI,,132500,0,0,134500,134500,132500,830,110493500,2.23925E+11,1690000
3490,대한항공,KOSPI,,24750,100,0.41,24850,24900,24500,846388,20893311000,9.11346E+12,368220661
3495,대한항공우,KOSPI,,28800,300,1.05,28500,29100,28250,4655,133229200,31990867200,1110794
5880,대한해운,KOSPI,,2040,-10,-0.49,2055,2075,2030,316369,650006150,6.51122E+11,319177460
3830,대한화섬,KOSPI,,101500,1500,1.5,101000,102000,100500,495,50058500,1.34792E+11,1328000
16090,대현,KOSPI,,2180,5,0.23,2175,2190,2165,56390,122650690,96535435800,44282310
69460,대호에이엘,KOSPI,,1415,-5,-0.35,1430,1440,1410,198848,283485270,73584979385,52003519
21040,대호특수강,KOSDAQ,중견기업부,553,6,1.1,549,554,547,82146,45160881,41695392620,75398540
21045,대호특수강우,KOSDAQ,중견기업부,1005,-30,-2.9,1025,1030,1000,2658,2691565,4263678330,4242466
67080,대화제약,KOSDAQ,우량기업부,10050,50,0.5,10150,10250,10000,105633,1067971550,1.87097E+11,18616650
298540,더네이쳐홀딩스,KOSDAQ,우량기업부,27900,-50,-0.18,28300,28400,27900,16756,471467550,4.05796E+11,14544656
192080,더블유게임즈,KOSPI,,46050,-2600,-5.34,49000,49700,45550,162184,7656518150,8.46146E+11,18374502
393890,더블유씨피,KOSDAQ,기술성장기업부,49950,750,1.52,49300,50300,49050,98823,4917308650,1.68314E+12,33696518
299170,더블유에스아이,KOSDAQ,중견기업부,2160,-10,-0.46,2180,2195,2145,229248,497570395,64860400080,30027963
12510,더존비즈온,KOSPI,,32000,700,2.24,31400,32200,31400,53997,1716975950,9.72249E+11,30382784
302920,더콘텐츠온,KONEX,일반기업부,6190,190,3.17,5800,6190,5800,6,35190,28179102210,4552359
213420,덕산네오룩스,KOSDAQ,우량기업부,38050,-1600,-4.04,39700,39700,38050,117026,4539841800,9.44826E+11,24831179
317330,덕산테코피아,KOSDAQ,우량기업부,17750,-350,-1.93,18150,18150,17650,105167,1873863400,3.26199E+11,18377428
77360,덕산하이메탈,KOSDAQ,우량기업부,5820,20,0.34,5880,5890,5770,46763,272828270,2.64443E+11,45437002
4830,덕성,KOSPI,,5110,-50,-0.97,5200,5260,5100,78670,408133100,80124800000,15680000
4835,덕성우,KOSPI,,6030,0,0,6110,6160,6010,10040,60963030,8393760000,1392000
90410,덕신하우징,KOSDAQ,중견기업부,1815,-40,-2.16,1860,1865,1805,638033,1169579820,83642632425,46084095
24900,덕양산업,KOSPI,,2725,-45,-1.62,2765,2805,2715,26895,73911555,88739570500,32564980
263600,덕우전자,KOSDAQ,우량기업부,7320,220,3.1,7130,7370,7110,359926,2611232020,1.1661E+11,15930310
194480,데브시스터즈,KOSDAQ,우량기업부,47100,-1350,-2.79,48450,48700,47000,62971,2993251450,5.58221E+11,11851821
348840,데이드림엔터,KONEX,일반기업부,11000,0,0,0,0,0,0,0,9267500000,842500
263800,데이타솔루션,KOSDAQ,중견기업부,5170,-10,-0.19,5200,5300,5130,184014,960156550,83772508600,16203580
199150,데이터스트림즈,KONEX,일반기업부,9800,-250,-2.49,10000,10000,9800,136,1334800,41059775400,4189773
206560,덱스터,KOSDAQ,기술성장기업부,10050,-250,-2.43,10200,10400,10000,177593,1805783600,2.55374E+11,25410336
261200,덴티스,KOSDAQ,벤처기업부,7520,120,1.62,7470,7580,7410,25534,191763760,1.10979E+11,14757890
145720,덴티움,KOSPI,,76500,-600,-0.78,78900,79800,75900,125058,9714101200,8.46765E+11,11068830
227420,도부마스크,KONEX,일반기업부,890,-98,-9.92,999,999,840,3583,3189304,15335773340,17231206
67990,도이치모터스,KOSDAQ,우량기업부,6330,-70,-1.09,6400,6400,6280,97064,614019810,2.01865E+11,31890147
2150,도화엔지니어링,KOSPI,,10900,50,0.46,11050,11350,10750,2074095,22847656250,3.67548E+11,33720000
6620,동구바이오제약,KOSDAQ,우량기업부,5840,10,0.17,5860,5930,5800,45198,265433720,1.66236E+11,28464992
100130,동국S&C,KOSDAQ,우량기업부,5480,220,4.18,5300,5660,5290,2524019,13958143180,3.13144E+11,57143000
5160,동국산업,KOSDAQ,우량기업부,5010,175,3.62,4830,5080,4795,1903295,9497456385,2.71765E+11,54244482
75970,동국알앤에스,KOSDAQ,중견기업부,4360,-25,-0.57,4405,4420,4320,500776,2190666070,80224000000,18400000
1230,동국제강,KOSPI,,12350,100,0.82,12350,12600,12250,420871,5234500300,1.17859E+12,95432737
86450,동국제약,KOSDAQ,우량기업부,16550,-250,-1.49,16800,16850,16500,37422,623452850,7.35813E+11,44460000
23450,동남합성,KOSPI,,51100,0,0,51500,51500,51100,364,18638000,1.84471E+11,3610000
4140,동방,KOSPI,,2310,5,0.22,2290,2330,2290,95141,220533735,1.10815E+11,47971766
99410,동방선기,KOSDAQ,중견기업부,2805,5,0.18,2820,2870,2805,48676,138333605,37982510610,13541002
7590,동방아그로,KOSPI,,6400,30,0.47,6370,6420,6320,10966,69798040,87152492800,13617577
5960,동부건설,KOSPI,,7160,50,0.7,7120,7220,7110,81295,583075700,1.63784E+11,22874822
5965,동부건설우,KOSPI,,23000,900,4.07,23550,23550,22400,639,15020350,5191836000,225732
26960,동서,KOSPI,,21950,400,1.86,21950,21950,21600,27474,600064400,2.18842E+12,99700000
2210,동성제약,KOSPI,,6570,-30,-0.45,6600,6630,6550,16193,106808640,1.71483E+11,26100970
102260,동성케미컬,KOSPI,,4470,-5,-0.11,4475,4495,4470,22160,99298085,2.22113E+11,49689728
33500,동성화인텍,KOSDAQ,우량기업부,11100,-150,-1.33,11200,11300,11100,100793,1128853300,3.30381E+11,29764052
25950,동신건설,KOSDAQ,중견기업부,17150,-400,-2.28,17400,18300,17100,175831,3104492750,1.4406E+11,8400000
640,동아쏘시오홀딩스,KOSPI,,102500,0,0,101500,102500,101500,724,73731500,6.50764E+11,6348913
170900,동아에스티,KOSPI,,60800,1200,2.01,60600,61000,60300,10709,649603100,5.1355E+11,8446538
88130,동아엘텍,KOSDAQ,우량기업부,6580,40,0.61,6540,6600,6510,30643,201126650,70162132040,10662938
28100,동아지질,KOSPI,,14500,-350,-2.36,14850,14900,14500,19477,284995050,2.03763E+11,14052646
282690,동아타이어,KOSPI,,11650,150,1.3,11500,11650,11450,15457,178890750,1.5999E+11,13733015
41930,동아화성,KOSDAQ,우량기업부,8280,200,2.48,8090,8390,8020,142793,1180275440,1.30824E+11,15800000
1520,동양,KOSPI,,1045,15,1.46,1030,1055,1030,223977,234132535,2.49425E+11,238684063
1527,동양2우B,KOSPI,,13300,-700,-5,13900,13900,13300,94,1275250,4103967700,308569
84670,동양고속,KOSPI,,13150,-250,-1.87,13400,13450,12550,5020,66156250,38076732350,2895569
82640,동양생명,KOSPI,,5120,-10,-0.19,5170,5170,5120,44050,226186380,8.26156E+11,161358585
60380,동양에스텍,KOSDAQ,우량기업부,2240,-10,-0.44,2230,2265,2225,12285,27542670,44128000000,19700000
1525,동양우,KOSPI,,6360,-100,-1.55,6460,6460,6350,60,384150,3928769160,617731
79960,동양이엔피,KOSDAQ,우량기업부,13400,350,2.68,13000,13650,13000,55075,741845600,1.05324E+11,7860000
8970,동양철관,KOSPI,,1035,-5,-0.48,1045,1050,1030,326224,339341575,1.23046E+11,118885290
228340,동양파일,KOSDAQ,중견기업부,4370,-145,-3.21,4600,4605,4340,569033,2532282060,87400000000,20000000
92780,동양피스톤,KOSPI,,4395,-10,-0.23,4430,4430,4365,19788,86893175,57875381700,13168460
88910,동우팜투테이블,KOSDAQ,중견기업부,2790,0,0,2795,2810,2775,42504,118322645,72070621560,25831764
94170,동운아나텍,KOSDAQ,벤처기업부,10650,700,7.04,10150,10750,10050,834356,8729578150,1.92885E+11,18111284
49770,동원F&B,KOSPI,,134500,-500,-0.37,135000,135500,134000,3478,468741000,5.19052E+11,3859124
13120,동원개발,KOSDAQ,우량기업부,3650,10,0.27,3640,3680,3630,25335,92779330,3.3145E+11,90808100
18500,동원금속,KOSPI,,944,27,2.94,918,946,916,294501,275336085,44136656752,46754933
6040,동원산업,KOSPI,,220500,-1000,-0.45,221500,224000,220500,2577,570919000,8.1092E+11,3677641
30720,동원수산,KOSPI,,9640,150,1.58,9500,9670,9490,26143,251030740,44862680200,4653805
14820,동원시스템즈,KOSPI,,47150,300,0.64,47900,47900,46850,5248,248272300,1.36694E+12,28991282
14825,동원시스템즈우,KOSPI,,28600,150,0.53,28450,28600,28450,21,600100,7553574600,264111
163560,동일고무벨트,KOSPI,,6710,-10,-0.15,6750,6750,6700,16510,110907360,93269000000,13900000
109860,동일금속,KOSDAQ,우량기업부,24150,-250,-1.02,24400,24500,24000,17927,435778450,2.19765E+11,9100000
32960,동일기연,KOSDAQ,중견기업부,11300,50,0.44,11250,11400,11200,6803,76910700,41077195000,3635150
4890,동일산업,KOSPI,,185500,0,0,185500,185500,184500,1559,288275500,4.49877E+11,2425215
2690,동일제강,KOSPI,,2380,10,0.42,2370,2390,2360,29176,69373470,48314856800,20300360
23790,동일철강,KOSDAQ,중견기업부,2075,55,2.72,2065,2080,2035,7127,14717265,33167725450,15984446
5290,동진쎄미켐,KOSDAQ,우량기업부,32600,-300,-0.91,32550,33200,32300,1029880,33707662200,1.67611E+12,51414494
25900,동화기업,KOSDAQ,우량기업부,67300,-100,-0.15,67400,68100,66600,42346,2857692800,1.3597E+12,20203553
20,동화약품,KOSPI,,9120,20,0.22,9120,9260,9100,71152,651752550,2.54735E+11,27931470
150,두산,KOSPI,,92300,3700,4.18,90300,94300,89900,244073,22580300600,1.52515E+12,16523835
157,두산2우B,KOSPI,,88200,2000,2.32,86200,89900,86200,3042,269404100,78765951600,893038
241560,두산밥캣,KOSPI,,35900,400,1.13,35800,36450,35400,186336,6727168650,3.59895E+12,100249166
34020,두산에너빌리티,KOSPI,,15950,350,2.24,15700,16150,15650,5707932,90820952400,1.0181E+13,638308033
155,두산우,KOSPI,,52400,1200,2.34,51900,53800,51400,7910,418277900,2.09415E+11,3996462
131970,두산테스나,KOSDAQ,우량기업부,28800,150,0.52,29000,29050,28200,125540,3600625750,4.25076E+11,14759577
336260,두산퓨얼셀,KOSPI,,34350,1750,5.37,32600,34800,32600,917939,31260167250,2.24971E+12,65493726
33626K,두산퓨얼셀1우,KOSPI,,11050,300,2.79,10900,11550,10800,141863,1590773650,1.47674E+11,13364200
33626L,두산퓨얼셀2우B,KOSPI,,13350,450,3.49,12900,14600,12900,137148,1893576150,39867105000,2986300
16740,두올,KOSPI,,2445,25,1.03,2420,2460,2415,24521,59812585,80848032600,33066680
73190,듀오백,KOSDAQ,중견기업부,2135,10,0.47,2140,2155,2115,13959,29761710,25551765400,11968040
176750,듀켐바이오,KONEX,일반기업부,5700,-80,-1.38,5750,5750,5650,1356,7670360,1.54044E+11,27025220
30350,드래곤플라이,KOSDAQ,중견기업부,1000,-15,-1.48,1040,1040,1000,471897,477741370,41336352000,41336352
203650,드림시큐리티,KOSDAQ,벤처기업부,2850,-60,-2.06,2865,2900,2835,188807,537742520,1.44226E+11,50605754
223250,드림씨아이에스,KOSDAQ,중견기업부,9920,-130,-1.29,10100,10100,9900,3297,32878540,58783142400,5925720
60570,드림어스컴퍼니,KOSDAQ,중견기업부,2700,-5,-0.18,2690,2730,2650,21974,59284225,1.53522E+11,56859847
192650,드림텍,KOSPI,,9560,0,0,9570,9650,9540,94449,905037210,6.44158E+11,67380497
217620,디딤,KOSDAQ,중견기업부,1200,-25,-2.04,1205,1225,1195,34605,41814230,55221553200,46017961
16670,디모아,KOSDAQ,중견기업부,494,12,2.49,488,513,487,635047,317969541,50317863856,101858024
187870,디바이스이엔지,KOSDAQ,우량기업부,16050,150,0.94,16150,16200,15950,5363,86200900,1.12938E+11,7036609
66670,디스플레이텍,KOSDAQ,우량기업부,5170,-50,-0.96,5200,5280,5120,177030,920654400,96637216060,18691918
24090,디씨엠,KOSPI,,14650,0,0,14750,14750,14550,9713,142121000,1.6701E+11,11400000
3160,디아이,KOSPI,,4490,35,0.79,4495,4535,4460,48379,217222650,1.41421E+11,31496785
92200,디아이씨,KOSPI,,4110,65,1.61,4200,4250,4100,488443,2039156830,1.59832E+11,38888569
110990,디아이티,KOSDAQ,우량기업부,5840,-70,-1.18,5910,5930,5770,18706,109293360,1.10376E+11,18900000
78590,디아크,KOSDAQ,관리종목(소속부없음),2380,0,0,0,0,0,0,0,3.16557E+11,133006958
263690,디알젬,KOSDAQ,우량기업부,9760,10,0.1,9780,9780,9710,2994,29210100,1.10538E+11,11325610
214680,디알텍,KOSDAQ,벤처기업부,1460,-5,-0.34,1455,1480,1455,119340,174484555,84709134300,58019955
377190,디앤디플랫폼리츠,KOSPI,,3210,65,2.07,3175,3225,3140,87269,278550150,2.06724E+11,64400000
263720,디앤씨미디어,KOSDAQ,중견기업부,13500,100,0.75,13600,14550,13400,84257,1180433150,1.65714E+11,12275111
376300,디어유,KOSDAQ,기술성장기업부,26400,-950,-3.47,27350,27650,26200,142758,3797852700,6.11077E+11,23146871
141020,디에스앤엘,KOSDAQ,투자주의환기종목(소속부없음),1335,0,0,0,0,0,0,0,43790846220,32802132
109740,디에스케이,KOSDAQ,벤처기업부,5750,20,0.35,5740,5830,5690,13350,76966810,1.55393E+11,27024910
196490,디에이테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),3650,-75,-2.01,3725,3780,3650,166353,614126110,91118957700,24964098
66900,디에이피,KOSDAQ,우량기업부,2700,-5,-0.18,2705,2725,2680,28629,77264940,61410158100,22744503
180400,디엑스앤브이엑스,KOSDAQ,관리종목(소속부없음),7740,0,0,0,0,0,0,0,2.22083E+11,28692885
127120,디엔에이링크,KOSDAQ,기술성장기업부,3875,-30,-0.77,3830,3975,3830,17693,68739140,66238056500,17093692
92070,디엔에프,KOSDAQ,우량기업부,14450,250,1.76,14250,14650,14150,126448,1823153100,1.67213E+11,11571858
39840,디오,KOSDAQ,우량기업부,19900,150,0.76,19800,20100,19650,28552,566792850,3.16047E+11,15881755
13570,디와이,KOSPI,,5630,20,0.36,5640,5730,5580,96258,546452800,1.4818E+11,26319633
219550,디와이디,KOSDAQ,관리종목(소속부없음),972,-28,-2.8,1010,1010,940,110072,107490229,35708937480,36737590
310870,디와이씨,KOSDAQ,벤처기업부,1535,10,0.66,1530,1545,1510,24052,36667515,31754960985,20687271
210540,디와이파워,KOSPI,,11450,250,2.23,11300,11600,11250,40007,458577450,1.26428E+11,11041708
104460,디와이피엔에프,KOSDAQ,우량기업부,42550,600,1.43,41950,42600,41900,25668,1084511600,4.55865E+11,10713625
79810,디이엔티,KOSDAQ,중견기업부,10250,0,0,10250,10450,10050,187529,1922903900,1.57926E+11,15407442
113810,디젠스,KOSDAQ,벤처기업부,1105,15,1.38,1085,1115,1085,84471,92579135,36053996355,32628051
43360,디지아이,KOSDAQ,벤처기업부,3450,-40,-1.15,3490,3590,3450,20323,71180010,31050000000,9000000
197140,디지캡,KOSDAQ,벤처기업부,3485,-10,-0.29,3495,3510,3450,8200,28625460,33308406765,9557649
68930,디지털대성,KOSDAQ,우량기업부,6640,0,0,6660,6720,6630,23388,155572660,1.9796E+11,29813239
33130,디지틀조선,KOSDAQ,중견기업부,2390,-10,-0.42,2400,2490,2385,522968,1275268985,88705488130,37115267
105740,디케이락,KOSDAQ,우량기업부,11850,-150,-1.25,12000,12200,11850,45195,543986800,1.00629E+11,8491912
263020,디케이앤디,KOSDAQ,벤처기업부,3140,15,0.48,3120,3155,3110,11240,35273765,48752908560,15526404
290550,디케이티,KOSDAQ,우량기업부,8860,100,1.14,8760,8920,8760,26120,230951620,1.45859E+11,16462666
187220,디티앤씨,KOSDAQ,벤처기업부,4840,50,1.04,4790,4870,4790,5769,27828045,56618421640,11698021
163430,디피코,KONEX,일반기업부,5250,360,7.36,4810,5300,4810,3352,17379150,47530192500,9053370
131180,딜리,KOSDAQ,벤처기업부,1475,-5,-0.34,1470,1485,1455,32050,47138385,43291250000,29350000
315640,딥노이드,KOSDAQ,기술성장기업부,6100,140,2.35,5940,6110,5930,17314,104956630,56834517400,9317134
317120,라닉스,KOSDAQ,기술성장기업부,5800,-10,-0.17,5850,5890,5740,36495,212785010,56028000000,9660000
42510,라온시큐어,KOSDAQ,중견기업부,2525,30,1.2,2495,2550,2495,163619,413191825,97633533650,38666746
232680,라온테크,KOSDAQ,기술성장기업부,9940,-110,-1.09,10050,10150,9900,52916,528242320,1.24058E+11,12480734
300120,라온피플,KOSDAQ,벤처기업부,4580,20,0.44,4520,4640,4490,144913,665432630,95172454960,20780012
171120,라이온켐텍,KOSDAQ,중견기업부,8840,-100,-1.12,8940,9200,8730,41757,368672290,1.67019E+11,18893576
69540,라이트론,KOSDAQ,벤처기업부,2995,-25,-0.83,3000,3050,2850,35231,105653220,78055558220,26061956
285770,라이프사이언스테크놀로지,KONEX,일반기업부,1390,0,0,0,0,0,0,0,4928078200,3545380
347700,라이프시맨틱스,KOSDAQ,기술성장기업부,4405,20,0.46,4400,4425,4385,12334,54365565,45054119750,10227950
214260,라파스,KOSDAQ,기술성장기업부,19500,-300,-1.52,19800,19950,19500,17048,335260600,1.6804E+11,8617416
403360,라피치,KONEX,일반기업부,11500,-550,-4.56,11500,11500,11500,10,115000,33396000000,2904000
115390,락앤락,KOSPI,,6410,50,0.79,6400,6480,6360,42871,275718610,3.21785E+11,50200444
200350,래몽래인,KOSDAQ,기술성장기업부,23100,-950,-3.95,24000,24000,22800,175152,4067347600,1.44641E+11,6261519
171010,램테크놀러지,KOSDAQ,벤처기업부,5990,110,1.87,5840,6060,5840,68326,408739440,82877981430,13836057
84650,랩지노믹스,KOSDAQ,우량기업부,6930,100,1.46,6900,7040,6840,714630,4965844510,2.35562E+11,33991623
217500,러셀,KOSDAQ,벤처기업부,3050,5,0.16,3045,3085,3025,82789,253097360,97026600000,31812000
92590,럭스피아,KONEX,일반기업부,2145,-45,-2.05,2165,2165,1865,3,6175,15639405210,7291098
141080,레고켐바이오,KOSDAQ,기술성장기업부,34850,-250,-0.71,35200,35550,34600,84484,2961984550,8.49402E+11,24373078
38390,레드캡투어,KOSDAQ,우량기업부,18850,-100,-0.53,18950,19050,18800,3116,58961200,1.61912E+11,8589480
294140,레몬,KOSDAQ,기술성장기업부,3910,45,1.16,3940,4015,3865,110673,435754800,1.4467E+11,37000000
228670,레이,KOSDAQ,우량기업부,19300,-200,-1.03,19600,19700,19050,41472,804720950,2.56816E+11,13306534
228850,레이언스,KOSDAQ,우량기업부,10100,160,1.61,10000,10150,9970,25789,258597390,1.67569E+11,16591014
412350,레이저쎌,KOSDAQ,기술성장기업부,7570,-120,-1.56,7670,7780,7550,91315,697495750,63783094040,8425772
281740,레이크머티리얼즈,KOSDAQ,우량기업부,5490,-50,-0.9,5530,5610,5470,346755,1921721760,3.60861E+11,65730548
277810,레인보우로보틱스,KOSDAQ,기술성장기업부,31400,-750,-2.33,32200,32250,31200,230008,7275701900,5.06646E+11,16135214
179720,렌딩머신,KONEX,일반기업부,8600,-300,-3.37,9000,9000,8600,19,168600,12573578400,1462044
215100,로보로보,KOSDAQ,벤처기업부,6390,-40,-0.62,6490,6740,6390,952649,6249527310,1.30027E+11,20348454
90360,로보스타,KOSDAQ,중견기업부,18800,350,1.9,18500,19200,18400,96821,1827469200,1.833E+11,9750000
238500,로보쓰리,KONEX,일반기업부,608,7,1.16,659,659,601,1379,832173,10223766240,16815405
108490,로보티즈,KOSDAQ,기술성장기업부,25100,-450,-1.76,25700,25950,25050,268417,6837310100,2.99504E+11,11932423
900260,로스웰,KOSDAQ,외국기업(소속부없음),277,-1,-0.36,279,279,275,603265,166912067,49903334711,180156443
223220,로지스몬,KONEX,일반기업부,499,0,0,0,0,0,0,0,22169472200,44427800
67730,로지시스,KOSDAQ,중견기업부,4600,-160,-3.36,4680,5140,4595,852163,4104935135,44500041200,9673922
71280,로체시스템즈,KOSDAQ,우량기업부,7350,-220,-2.91,7570,7670,7300,165646,1231057150,1.1243E+11,15296603
32350,롯데관광개발,KOSPI,,10200,-250,-2.39,10600,10700,10200,430736,4482835900,7.37793E+11,72332651
89860,롯데렌탈,KOSPI,,29350,-350,-1.18,29750,29750,29300,96291,2839568650,1.07521E+12,36634063
330590,롯데리츠,KOSPI,,3530,90,2.62,3450,3545,3440,156409,549376745,8.5768E+11,242968884
400,롯데손해보험,KOSPI,,1530,5,0.33,1525,1550,1525,38719,59648155,4.74815E+11,310336320
23530,롯데쇼핑,KOSPI,,89400,300,0.34,90000,90500,89400,44915,4036991900,2.52901E+12,28288755
4000,롯데정밀화학,KOSPI,,60600,200,0.33,60400,60800,59400,72350,4351733000,1.56348E+12,25800000
286940,롯데정보통신,KOSPI,,24600,100,0.41,24500,24950,24300,40831,1005884900,3.7875E+11,15396331
280360,롯데제과,KOSPI,,129500,0,0,129500,130000,129000,5557,719717000,1.22178E+12,9434574
4990,롯데지주,KOSPI,,35250,-250,-0.7,35600,35800,35100,57082,2023081100,3.69805E+12,104909237
00499K,롯데지주우,KOSPI,,44700,-600,-1.32,45950,45950,44700,316,14177200,36010454100,805603
5300,롯데칠성,KOSPI,,140000,-2000,-1.41,143000,143000,139500,15352,2166978500,1.29904E+12,9278884
5305,롯데칠성우,KOSPI,,66400,200,0.3,66300,66700,66200,526,34949200,51480584000,775310
11170,롯데케미칼,KOSPI,,173000,1500,0.87,167500,173000,163000,192597,32466609000,5.92965E+12,34275419
71840,롯데하이마트,KOSPI,,13600,-50,-0.37,13750,13750,13600,20645,281395150,3.21065E+11,23607712
328130,루닛,KOSDAQ,기술성장기업부,24300,0,0,24700,24750,23900,43465,1051885600,2.97131E+11,12227628
38060,루멘스,KOSDAQ,중견기업부,1090,-5,-0.46,1095,1100,1075,35806,38843195,52432345210,48103069
162120,루켄테크놀러지스,KONEX,일반기업부,3770,-10,-0.26,3775,3775,3705,346,1289315,41432058720,10989936
253610,루트락,KONEX,일반기업부,2045,5,0.25,1755,2045,1755,445,782485,15894850435,7772543
85370,루트로닉,KOSDAQ,중견기업부,18850,-50,-0.26,19100,19250,18800,114890,2179437750,4.97E+11,26366065
08537M,루트로닉3우C,KOSDAQ,중견기업부,25700,0,0,25700,25700,25700,16,411200,5416866100,210773
60240,룽투코리아,KOSDAQ,벤처기업부,2855,-40,-1.38,2910,2940,2845,268224,775878225,72600605820,25429284
58470,리노공업,KOSDAQ,우량기업부,136700,700,0.51,137000,138900,135200,35139,4815572400,2.08363E+12,15242370
39980,리노스,KOSDAQ,중견기업부,982,-3,-0.3,987,991,976,133998,131979738,44890751272,45713596
19570,리더스 기술투자,KOSDAQ,중견기업부,513,-12,-2.29,530,530,510,955548,493526934,66712419639,130043703
16100,리더스코스메틱,KOSDAQ,관리종목(소속부없음),2650,0,0,2675,2695,2640,3800,10121195,50617369100,19100894
12700,리드코프,KOSDAQ,우량기업부,7760,20,0.26,7740,7790,7730,84573,656343830,2.05222E+11,26446135
302550,리메드,KOSDAQ,기술성장기업부,11900,-100,-0.83,12100,12450,11800,57848,696501950,72918630400,6127616
377450,리파인,KOSDAQ,중견기업부,7570,-10,-0.13,7560,7630,7500,14595,110492770,1.31188E+11,17330000
277070,린드먼아시아,KOSDAQ,벤처기업부,3675,75,2.08,3585,3850,3585,43648,162962415,50318100000,13692000
42500,링네트,KOSDAQ,우량기업부,4010,30,0.75,4000,4030,3945,19364,77467875,61581080780,15356878
219420,링크제니시스,KOSDAQ,기술성장기업부,5750,-80,-1.37,5830,5890,5740,29039,167997870,65949665250,11469507
27740,마니커,KOSPI,,1470,5,0.34,1460,1480,1450,182494,267593955,93361505160,63511228
195500,마니커에프앤지,KOSDAQ,중견기업부,3790,-50,-1.3,3840,3860,3765,64712,246955140,60367120000,15928000
357430,마스턴프리미어리츠,KOSPI,,3370,10,0.3,3360,3400,3355,14161,47895620,89574600000,26580000
305090,마이크로디지탈,KOSDAQ,기술성장기업부,3865,75,1.98,3770,3900,3770,20952,80311875,56986333000,14744200
98120,마이크로컨텍솔,KOSDAQ,벤처기업부,5440,60,1.12,5450,5470,5350,13965,75635790,45221447040,8312766
147760,마이크로프랜드,KOSDAQ,벤처기업부,4425,25,0.57,4400,4450,4360,7058,31145770,47877907050,10819866
377480,마인즈랩,KOSDAQ,기술성장기업부,12150,250,2.1,11900,12400,11850,24604,301005150,73862377200,6079208
38290,마크로젠,KOSDAQ,우량기업부,20800,-350,-1.65,21250,21250,20800,4554,95053350,2.25501E+11,10841400
1080,만호제강,KOSPI,,41500,-550,-1.31,42050,42350,41150,22337,930609950,1.72225E+11,4150000
267980,매일유업,KOSDAQ,우량기업부,51400,-100,-0.19,51500,51800,51100,16099,828649400,4.03163E+11,7843638
5990,매일홀딩스,KOSDAQ,우량기업부,8230,10,0.12,8240,8270,8200,1853,15232850,1.12902E+11,13718304
93520,매커스,KOSDAQ,우량기업부,7160,-10,-0.14,7170,7200,7110,29920,214252620,1.15728E+11,16163092
377030,맥스트,KOSDAQ,기술성장기업부,10950,-150,-1.35,10900,11250,10850,238620,2646079650,2.14301E+11,19570882
88980,맥쿼리인프라,KOSPI,,11050,100,0.91,11000,11100,10950,539213,5946776000,4.47354E+12,404845547
94800,맵스리얼티1,KOSPI,,4010,10,0.25,3970,4050,3970,11676,46764995,3.72266E+11,92834331
100590,머큐리,KOSDAQ,우량기업부,5840,80,1.39,5770,5910,5760,87308,509876830,88329392640,15124896
67280,멀티캠퍼스,KOSDAQ,우량기업부,33850,-550,-1.6,34300,34550,33800,14868,506611300,2.00621E+11,5926779
72870,메가스터디,KOSDAQ,벤처기업부,11100,100,0.91,11000,11100,11000,9830,108453300,1.32323E+11,11920959
215200,메가스터디교육,KOSDAQ,우량기업부,75400,-1900,-2.46,77600,77800,75200,51964,3948512800,8.94386E+11,11861880
133750,메가엠디,KOSDAQ,우량기업부,2895,-5,-0.17,2935,2990,2885,222670,653097660,67763487915,23407077
235980,메드팩토,KOSDAQ,기술성장기업부,23600,-100,-0.42,23700,24050,23400,29754,706500150,4.97504E+11,21080695
200580,메디쎄이,KONEX,일반기업부,14000,0,0,14100,14150,14000,651,9134850,52165106000,3726079
41920,메디아나,KOSDAQ,우량기업부,5290,-60,-1.12,5300,5380,5250,513141,2723594460,84640000000,16000000
233250,메디안디노스틱,KONEX,일반기업부,30850,1150,3.87,28000,30850,27000,17,504450,53880573900,1746534
14100,메디앙스,KOSDAQ,중견기업부,3025,55,1.85,2970,3065,2970,10137,30381855,35695000000,11800000
236340,메디젠휴먼케어,KONEX,일반기업부,6200,510,8.96,5800,6540,5800,3223,19731940,18690811400,3014647
54180,메디콕스,KOSDAQ,중견기업부,10450,1270,13.83,9200,10750,9200,693921,7066565950,1.29708E+11,12412229
86900,메디톡스,KOSDAQ,우량기업부,106300,0,0,106300,107700,106100,12861,1373268600,6.99879E+11,6583997
78160,메디포스트,KOSDAQ,벤처기업부,14800,-50,-0.34,14800,15000,14700,23077,341338050,2.4071E+11,16264194
65650,메디프론,KOSDAQ,중견기업부,1350,5,0.37,1360,1365,1330,117905,158678995,58881544650,43615959
138040,메리츠금융지주,KOSPI,,28350,2450,9.46,26000,29300,25750,238941,6585986300,3.61666E+12,127571822
8560,메리츠증권,KOSPI,,4450,245,5.83,4230,4510,4200,1419130,6234974625,2.84671E+12,639710579
60,메리츠화재,KOSPI,,34500,2000,6.15,32900,34600,32400,96766,3255919950,3.92551E+12,113783000
